0.000000000000000000e+00 1.308849999999999802e+01 4.656000000000000139e-01
5.000000000000000104e-03 1.308827904750000037e+01 4.656000000000000139e-01
1.000000000000000021e-02 1.308761619000000032e+01 4.656000000000000139e-01
1.499999999999999944e-02 1.308651142749999785e+01 4.656000000000000139e-01
2.000000000000000042e-02 1.308496475999999831e+01 4.656000000000000139e-01
2.500000000000000139e-02 1.308297618749999813e+01 4.656000000000000139e-01
2.999999999999999889e-02 1.308054570999999910e+01 4.656000000000000139e-01
3.500000000000000333e-02 1.307767332749999767e+01 4.656000000000000139e-01
4.000000000000000083e-02 1.307435903999999915e+01 4.656000000000000139e-01
4.499999999999999833e-02 1.307060284749999823e+01 4.656000000000000139e-01
5.000000000000000278e-02 1.306640474999999846e+01 4.656000000000000139e-01
5.500000000000000028e-02 1.306176474749999805e+01 4.656000000000000139e-01
5.999999999999999778e-02 1.305668284000000057e+01 4.656000000000000139e-01
6.500000000000000222e-02 1.305115902750000068e+01 4.656000000000000139e-01
7.000000000000000666e-02 1.304519330999999838e+01 4.656000000000000139e-01
7.499999999999999722e-02 1.303878568749999900e+01 4.656000000000000139e-01
8.000000000000000167e-02 1.303193615999999899e+01 4.656000000000000139e-01
8.500000000000000611e-02 1.302464472749999835e+01 4.656000000000000139e-01
8.999999999999999667e-02 1.301691139000000064e+01 4.656000000000000139e-01
9.500000000000000111e-02 1.300873614750000051e+01 4.656000000000000139e-01
1.000000000000000056e-01 1.300011899999999798e+01 4.656000000000000139e-01
1.049999999999999961e-01 1.299105994749999837e+01 4.656000000000000139e-01
1.100000000000000006e-01 1.298155898999999813e+01 4.656000000000000139e-01
1.150000000000000050e-01 1.297161612749999904e+01 4.656000000000000139e-01
1.199999999999999956e-01 1.296123135999999931e+01 4.656000000000000139e-01
1.250000000000000000e-01 1.295040468749999896e+01 4.656000000000000139e-01
1.300000000000000044e-01 1.293913610999999797e+01 4.656000000000000139e-01
1.350000000000000089e-01 1.292742562749999813e+01 4.656000000000000139e-01
1.400000000000000133e-01 1.291527323999999766e+01 4.656000000000000139e-01
1.449999999999999900e-01 1.290267894749999833e+01 4.656000000000000139e-01
1.499999999999999944e-01 1.288964274999999837e+01 4.656000000000000139e-01
1.549999999999999989e-01 1.287616464749999778e+01 4.656000000000000139e-01
1.600000000000000033e-01 1.286224463999999834e+01 4.656000000000000139e-01
1.650000000000000078e-01 1.284788272749999827e+01 4.656000000000000139e-01
1.700000000000000122e-01 1.283307890999999756e+01 4.656000000000000139e-01
1.750000000000000167e-01 1.281783318749999800e+01 4.656000000000000139e-01
1.799999999999999933e-01 1.280214555999999781e+01 4.656000000000000139e-01
1.849999999999999978e-01 1.278601602750000055e+01 4.656000000000000139e-01
1.900000000000000022e-01 1.276944458999999910e+01 4.656000000000000139e-01
1.950000000000000067e-01 1.215555970599999824e+01 4.656000000000000139e-01
2.000000000000000111e-01 1.213881199999999794e+01 4.656000000000000139e-01
2.050000000000000155e-01 1.212171632399999766e+01 4.656000000000000139e-01
2.099999999999999922e-01 1.210426853200000075e+01 4.656000000000000139e-01
2.149999999999999967e-01 1.208646447799999812e+01 4.656000000000000139e-01
2.200000000000000011e-01 1.206830001600000024e+01 4.656000000000000139e-01
2.250000000000000056e-01 1.204977099999999801e+01 4.656000000000000139e-01
2.300000000000000100e-01 1.203087328400000011e+01 4.656000000000000139e-01
2.350000000000000144e-01 1.201160272199999746e+01 4.656000000000000139e-01
2.399999999999999911e-01 1.199195516800000050e+01 4.656000000000000139e-01
2.449999999999999956e-01 1.197192647600000015e+01 4.656000000000000139e-01
2.500000000000000000e-01 1.195151249999999798e+01 4.656000000000000139e-01
2.550000000000000044e-01 1.193070909399999913e+01 4.656000000000000139e-01
2.600000000000000089e-01 1.190951211199999804e+01 4.656000000000000139e-01
2.650000000000000133e-01 1.188791740799999808e+01 4.656000000000000139e-01
2.700000000000000178e-01 1.186592083599999903e+01 4.656000000000000139e-01
2.750000000000000222e-01 1.184351824999999891e+01 4.656000000000000139e-01
2.800000000000000266e-01 1.182070550399999931e+01 4.656000000000000139e-01
2.850000000000000311e-01 1.179747845200000000e+01 4.656000000000000139e-01
2.899999999999999800e-01 1.177383294799999902e+01 4.656000000000000139e-01
2.949999999999999845e-01 1.174976484599999793e+01 4.656000000000000139e-01
2.999999999999999889e-01 1.172527000000000008e+01 4.656000000000000139e-01
3.049999999999999933e-01 1.170034426399999994e+01 4.656000000000000139e-01
3.099999999999999978e-01 1.167498349199999907e+01 4.656000000000000139e-01
3.150000000000000022e-01 1.164918353800000084e+01 4.656000000000000139e-01
3.200000000000000067e-01 1.162294025599999969e+01 4.656000000000000139e-01
3.250000000000000111e-01 1.159624949999999899e+01 4.656000000000000139e-01
3.300000000000000155e-01 1.156910712400000030e+01 4.656000000000000139e-01
3.350000000000000200e-01 1.154150898199999808e+01 4.656000000000000139e-01
3.400000000000000244e-01 1.151345092800000103e+01 4.656000000000000139e-01
3.450000000000000289e-01 1.148492881600000004e+01 4.656000000000000139e-01
3.500000000000000333e-01 1.145593850000000025e+01 4.656000000000000139e-01
3.549999999999999822e-01 1.142647583399999967e+01 4.656000000000000139e-01
3.599999999999999867e-01 1.139653667199999987e+01 4.656000000000000139e-01
3.649999999999999911e-01 1.136611686799999887e+01 4.656000000000000139e-01
3.699999999999999956e-01 1.133521227600000003e+01 4.656000000000000139e-01
3.750000000000000000e-01 1.130381874999999958e+01 4.656000000000000139e-01
3.800000000000000044e-01 1.127193214399999732e+01 4.656000000000000139e-01
3.850000000000000089e-01 1.123954831200000015e+01 4.656000000000000139e-01
3.900000000000000133e-01 1.120666310800000076e+01 4.656000000000000139e-01
3.950000000000000178e-01 1.117327238600000072e+01 4.656000000000000139e-01
4.000000000000000222e-01 1.113937199999999983e+01 4.656000000000000139e-01
4.050000000000000266e-01 1.110495780399999788e+01 4.656000000000000139e-01
4.100000000000000311e-01 1.107002565199999999e+01 4.656000000000000139e-01
4.150000000000000355e-01 1.103457139800000064e+01 4.656000000000000139e-01
4.199999999999999845e-01 1.099859089599999784e+01 4.656000000000000139e-01
4.249999999999999889e-01 1.096208000000000027e+01 4.656000000000000139e-01
4.299999999999999933e-01 1.092503456400000061e+01 4.656000000000000139e-01
4.349999999999999978e-01 1.088745044199999867e+01 4.656000000000000139e-01
4.400000000000000022e-01 1.084932348799999779e+01 4.656000000000000139e-01
4.450000000000000067e-01 1.081064955599999955e+01 4.656000000000000139e-01
4.500000000000000111e-01 1.077142450000000018e+01 4.656000000000000139e-01
4.550000000000000155e-01 1.073164417399999770e+01 4.656000000000000139e-01
4.600000000000000200e-01 1.069130443199999725e+01 4.656000000000000139e-01
4.650000000000000244e-01 1.065040112800000038e+01 4.656000000000000139e-01
4.700000000000000289e-01 1.060893011599999980e+01 4.656000000000000139e-01
4.750000000000000333e-01 1.056688724999999884e+01 4.656000000000000139e-01
4.799999999999999822e-01 1.052426838399999909e+01 4.656000000000000139e-01
4.849999999999999867e-01 1.048106937200000033e+01 4.656000000000000139e-01
4.899999999999999911e-01 1.043728606799999881e+01 4.656000000000000139e-01
4.949999999999999956e-01 1.039291432599999965e+01 4.656000000000000139e-01
5.000000000000000000e-01 1.034794999999999909e+01 4.656000000000000139e-01
5.050000000000000044e-01 1.030238894400000049e+01 4.656000000000000139e-01
5.100000000000000089e-01 1.025622701200000009e+01 4.656000000000000139e-01
5.150000000000000133e-01 1.020946005799999767e+01 4.656000000000000139e-01
5.200000000000000178e-01 1.016208393600000015e+01 4.656000000000000139e-01
5.250000000000000222e-01 1.011409450000000021e+01 4.656000000000000139e-01
5.300000000000000266e-01 1.006548760399999765e+01 4.656000000000000139e-01
5.350000000000000311e-01 1.001625910199999758e+01 4.656000000000000139e-01
5.400000000000000355e-01 9.966404847999999816e+00 4.656000000000000139e-01
5.450000000000000400e-01 9.915920695999997037e+00 4.656000000000000139e-01
5.500000000000000444e-01 5.554404287499999704e+00 4.956999999999999740e-01
5.550000000000000488e-01 5.538461504787499656e+00 4.956999999999999740e-01
5.600000000000000533e-01 5.522538668799999328e+00 4.956999999999999740e-01
5.650000000000000577e-01 5.506633469012498949e+00 4.956999999999999740e-01
5.700000000000000622e-01 5.490743594899998747e+00 4.956999999999999740e-01
5.750000000000000666e-01 5.474866735937498952e+00 4.956999999999999740e-01
5.799999999999999600e-01 5.459000581599998903e+00 4.956999999999999740e-01
5.849999999999999645e-01 5.443142821362499717e+00 4.956999999999999740e-01
5.899999999999999689e-01 5.427291144699998959e+00 4.956999999999999740e-01
5.949999999999999734e-01 5.411443241087500411e+00 4.956999999999999740e-01
5.999999999999999778e-01 5.395596799999999860e+00 4.956999999999999740e-01
6.049999999999999822e-01 5.379749510912500199e+00 4.956999999999999740e-01
6.099999999999999867e-01 5.363899063299999881e+00 4.956999999999999740e-01
6.149999999999999911e-01 5.348043146637500023e+00 4.956999999999999740e-01
